"KIDSDRIV.PLCYDATE.CAR_USE.POLICYNO.BLUEBOOK.RETAINED.NPOLICY.CAR_TYPE.RED_CAR.OLDCLAIM.CLM_FREQ.REVOKED.MVR_PTS.CLM_AMT.CLM_DATE.CLM_FLAG.AGE.AGE.GENDER.HOMEKIDS.YOJ.INCOME.GENDER.MARRIED.PARENT1.JOBCLASS.MAX_EDUC.HOME_VAL.SAMEHOME.DENSITY"
"0,7,Private,28680887,$14630 ,17,1,Sedan,1,$0 ,0,No,1,$0 ,,No,3,41-60M,2,11,$75265 ,1,No,Yes,Manager,High School,$212010 ,10,3"
"3,75,Private,93671372,$13070 ,1,1,Sports Car,0,$3664 ,1,No,0,$5064 ,31mars96,Yes,4,>60F,4,16,$53698 ,0,Yes,No,Professional,Bachelors,,1,2"
"0,25,Private,44772853,$10010 ,6,1,Pickup,0,$0 ,0,No,0,$0 ,,No,3,41-60M,0,6,$32073 ,1,Yes,No,Blue Collar,High School,$145645 ,10,2"
"0,40,Commercial,17577280,$16010 ,6,1,Sedan,1,$0 ,0,No,1,$0 ,,No,3,41-60M,0,14,$96143 ,1,Yes,No,Blue Collar,Bachelors,$275140 ,12,1"
"0,12,Private,31370284,$13030 ,1,4,Sports Car,0,$0 ,0,No,0,$4307 ,05juillet98,Yes,2,25-40F,1,11,$36179 ,0,No,Yes,Clerical,<High School,$106892 ,6,1"
"0,39,Private,93650539,$9810 ,4,4,SUV,0,$0 ,0,No,0,$0 ,,No,2,25-40F,1,11,$45384 ,0,No,Yes,Clerical,High School,$187731 ,8,2"
"0,26,Commercial,33523770,$48380 ,4,2,Panel Truck,0,$0 ,0,Yes,1,$6290 ,17juin97,Yes,3,41-60F,0,14,$119537 ,0,Yes,No,Professional,PhD,$360697 ,20,3"
"1,9,Private,80406986,$10840 ,7,1,Sedan,1,$3973 ,1,No,0,$0 ,,No,2,25-40M,2,7,$3414 ,1,Yes,No,Student,<High School,$0 ,,4"
"1,58,Private,18863305,$15400 ,6,1,SUV,0,$0 ,0,No,0,$0 ,,No,2,25-40F,3,9,$27431 ,0,No,Yes,Blue Collar,<High School,$153652 ,7,1"
"0,14,Private,56992934,$8540 ,6,1,Pickup,0,$3653 ,1,No,2,$1745 ,28novembre96,Yes,3,41-60M,0,13,$18426 ,1,No,No,Clerical,<High School,$137473 ,1,4"
"0,63,Private,98189611,$8420 ,7,1,SUV,0,$3721 ,2,No,2,$0 ,,No,3,41-60F,0,0,$0 ,0,No,No,Home Maker,Bachelors,$124751 ,12,4"
"0,12,Private,24377938,$6550 ,7,1,Pickup,1,$7475 ,1,No,4,$0 ,,No,2,25-40M,0,9,$36763 ,1,Yes,No,Blue Collar,<High School,$175960 ,5,4"
"0,16,Private,19179842,$12710 ,1,2,SUV,0,$0 ,0,No,0,$0 ,,No,2,25-40F,3,14,$31389 ,0,Yes,No,Blue Collar,<High School,$158657 ,5,2"
"1,17,Commercial,36864135,$19880 ,1,1,Sports Car,0,$0 ,0,Yes,0,$3642 ,28décembre98,Yes,3,41-60F,2,8,$48819 ,0,Yes,No,Blue Collar,Bachelors,$198108 ,13,4"
"0,51,Commercial,29784838,$28560 ,7,2,Panel Truck,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,13,$99441 ,1,No,No,,PhD,$0 ,13,3"
"0,41,Private,61132844,$15040 ,4,1,Sedan,0,$0 ,0,No,1,$0 ,,No,3,41-60M,0,14,$135361 ,1,Yes,No,Lawyer,Masters,$390682 ,10,2"
"0,20,Private,72641654,$11130 ,1,2,Sedan,0,$0 ,0,No,1,$0 ,,No,3,41-60M,0,11,$96339 ,1,Yes,No,Manager,Bachelors,$321111 ,12,3"
"2,38,Private,74771002,$9670 ,3,3,SUV,0,$0 ,0,No,0,$4614 ,18décembre97,Yes,3,41-60F,3,14,$15385 ,0,No,Yes,Clerical,<High School,$0 ,5,4"
"2,60,Private,86639378,$9690 ,9,3,SUV,0,$34514 ,1,Yes,0,$4290 ,20juillet97,Yes,3,41-60F,3,14,$36912 ,0,No,Yes,Clerical,Bachelors,$0 ,12,3"
"2,60,Private,96766882,$6550 ,12,3,SUV,0,$3791 ,1,No,7,$0 ,,No,3,41-60F,3,14,$36912 ,0,No,Yes,Clerical,Bachelors,$0 ,12,3"
"0,17,Private,57107493,$4600 ,6,1,Sports Car,0,$0 ,0,No,0,$4259 ,02décembre97,Yes,2,25-40F,1,12,$33782 ,0,No,Yes,Clerical,High School,$0 ,5,3"
"0,37,Commercial,50698771,$23520 ,10,2,Panel Truck,0,$3236 ,1,No,0,$0 ,,No,2,25-40M,2,14,,1,Yes,No,Student,Bachelors,$153659 ,10,3"
"0,64,Commercial,26084910,$8760 ,1,2,Pickup,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,,$25620 ,1,Yes,No,Clerical,High School,$141115 ,10,1"
"0,64,Private,60548285,$8760 ,6,2,Sedan,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,,$25620 ,1,Yes,No,Clerical,High School,$141115 ,10,1"
"0,47,Private,5128542,$15490 ,9,3,SUV,0,$0 ,0,No,1,$0 ,,No,3,41-60F,3,15,$102262 ,0,Yes,No,Lawyer,Masters,$266234 ,15,4"
"0,47,Private,15566654,$1500 ,10,3,Sports Car,0,$0 ,0,No,0,$0 ,,No,3,41-60F,3,15,,0,Yes,No,Lawyer,Masters,$155178 ,16,3"
"0,39,Private,24119057,$15270 ,10,3,Sedan,0,$0 ,0,No,0,$6111 ,18janvier98,Yes,3,41-60F,3,15,,0,Yes,No,Lawyer,Masters,$155178 ,16,3"
"0,69,Commercial,7177877,$5900 ,7,2,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,9,$70914 ,0,No,No,Blue Collar,Bachelors,$0 ,9,2"
"0,38,Private,17399837,$6040 ,7,1,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,12,$45387 ,0,Yes,No,Lawyer,Masters,$162853 ,13,3"
"0,66,Commercial,18581792,$10780 ,4,1,Pickup,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,13,$40833 ,1,Yes,No,Blue Collar,<High School,$159144 ,4,1"
"0,48,Commercial,78190530,$6100 ,1,2,Pickup,0,$0 ,0,No,1,$0 ,,No,3,41-60M,0,4,$56062 ,1,No,No,Professional,Bachelors,$223241 ,7,2"
"0,24,Commercial,75877865,$29670 ,1,2,Panel Truck,1,$5053 ,3,No,4,$0 ,,No,3,41-60M,0,14,$50201 ,1,Yes,No,Manager,High School,$169828 ,1,3"
"0,45,Private,3629054,$18060 ,8,2,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,11,$39848 ,0,No,No,Lawyer,Masters,$136304 ,15,3"
"0,45,Private,26004049,$5800 ,9,2,SUV,0,$3010 ,5,No,0,$0 ,,No,3,41-60F,0,11,$39848 ,0,No,No,Lawyer,Masters,$136304 ,15,3"
"0,28,Private,82710078,$15600 ,1,1,Sedan,1,$47231 ,3,Yes,1,$0 ,,No,2,25-40M,0,11,$60157 ,1,No,No,Manager,High School,$216690 ,6,3"
"0,32,Private,45344779,$43350 ,10,1,Van,0,$0 ,0,No,1,$0 ,,No,3,41-60F,0,3,$93268 ,0,Yes,No,Clerical,<High School,$302157 ,,4"
"1,22,Private,5071625,$16860 ,4,3,Van,1,$0 ,0,No,0,$0 ,,No,3,41-60M,3,5,$30043 ,1,No,Yes,Clerical,High School,,1,4"
"1,37,Private,38892485,$20630 ,4,3,Van,1,$6870 ,2,No,1,$14755 ,27février98,Yes,3,41-60M,3,5,$21042 ,1,No,Yes,Clerical,High School,,8,2"
"0,26,Commercial,65624585,$23460 ,14,2,Sedan,0,$0 ,0,No,2,$0 ,,No,3,41-60F,0,9,$58724 ,0,Yes,No,Blue Collar,Bachelors,$280436 ,7,4"
"0,24,Commercial,75811989,$7390 ,6,1,Pickup,0,$0 ,0,No,2,$16916 ,23juin97,Yes,3,41-60M,0,13,$117612 ,1,Yes,No,,PhD,,16,4"
"0,17,Private,14623142,$35760 ,4,1,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60M,0,7,$221413 ,1,Yes,No,Lawyer,Masters,$511661 ,17,3"
"0,22,Private,22962118,$6700 ,10,1,Sedan,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,6,$168168 ,1,No,No,Lawyer,Masters,$0 ,15,4"
"0,28,Commercial,1446093,$20920 ,3,4,Van,1,$6224 ,1,No,1,$4028 ,11avril97,Yes,2,25-40M,0,8,$53244 ,1,No,No,Professional,Bachelors,$0 ,8,3"
"0,59,Commercial,81589683,$29190 ,10,4,Panel Truck,1,$0 ,0,No,0,$0 ,,No,2,25-40M,0,8,$38494 ,1,No,No,Professional,Bachelors,$0 ,8,2"
"0,23,Private,30717924,$6200 ,4,1,Sports Car,0,$6841 ,1,No,0,$0 ,,No,3,41-60F,0,10,$87887 ,0,No,No,Professional,Bachelors,$0 ,14,3"
"0,26,Private,12840385,$13150 ,1,1,SUV,0,$5484 ,1,No,0,$4209 ,10janvier97,Yes,2,25-40F,0,13,$22348 ,0,No,No,Clerical,High School,$0 ,1,4"
"3,14,Commercial,9233140,$24440 ,4,1,Panel Truck,1,$5818 ,1,No,1,$0 ,,No,2,25-40M,3,10,$107765 ,1,No,Yes,Manager,Masters,$309216 ,17,3"
"0,32,Private,61050716,$16370 ,9,1,Sports Car,0,$0 ,0,No,0,$2000 ,27avril95,Yes,4,>60F,0,11,$80153 ,0,No,No,Manager,Masters,$272445 ,15,3"
"0,14,Commercial,86512629,$21540 ,7,1,Van,1,$0 ,0,No,2,$0 ,,No,3,41-60M,0,9,$156367 ,1,Yes,No,,Masters,$424404 ,20,3"
"1,57,Commercial,11597106,$6000 ,1,1,Sedan,1,$0 ,0,No,0,$13042 ,02septembre96,Yes,3,41-60M,2,14,$28731 ,1,No,Yes,Blue Collar,High School,$0 ,1,4"
"0,69,Private,96169601,$5600 ,9,1,Sports Car,0,$7551 ,1,No,0,$0 ,,No,3,41-60F,2,9,$59936 ,0,No,Yes,Professional,Bachelors,$0 ,,2"
"0,50,Private,44973976,$6400 ,12,2,Pickup,1,$0 ,0,No,1,$0 ,,No,3,41-60M,0,14,$54639 ,1,No,No,Clerical,<High School,$0 ,1,2"
"0,50,Private,59404059,$28140 ,1,2,Sedan,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,14,$54639 ,1,No,No,Clerical,<High School,$0 ,1,2"
"0,21,Private,26142765,$19400 ,1,1,Sports Car,0,$0 ,0,No,1,$0 ,,No,3,41-60F,0,16,$131985 ,0,Yes,No,Lawyer,Masters,$385981 ,11,4"
"0,42,Private,90317100,$26500 ,11,1,Pickup,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,11,$197036 ,0,No,No,Lawyer,PhD,$498667 ,20,4"
"0,34,Commercial,45564155,$23140 ,1,1,Panel Truck,1,$21481 ,4,Yes,7,$2424 ,23février94,Yes,2,25-40M,0,10,$85504 ,1,No,No,Blue Collar,Bachelors,$0 ,,4"
"0,34,Private,34656282,$20900 ,9,1,Van,1,$11407 ,2,No,4,$0 ,,No,3,41-60M,0,12,$75774 ,1,Yes,No,Doctor,PhD,$258868 ,22,3"
"0,37,Private,28456416,$6800 ,1,2,Pickup,1,$0 ,0,No,1,$0 ,,No,3,41-60M,0,12,$113918 ,1,No,No,Lawyer,Masters,$0 ,19,4"
"0,33,Private,14033763,$6850 ,6,1,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,12,$4542 ,0,Yes,No,Home Maker,Bachelors,$116360 ,5,3"
"2,14,Private,71588089,$16220 ,1,1,Van,0,$9216 ,2,No,2,$4623 ,24février94,Yes,2,25-40M,3,14,$58914 ,1,No,Yes,Professional,Bachelors,$0 ,10,4"
"1,25,Private,951364,$1500 ,1,1,Sedan,1,$0 ,0,No,2,$2371 ,22janvier99,Yes,3,41-60M,2,11,$102393 ,1,No,Yes,Professional,Bachelors,$0 ,11,3"
"0,38,Private,67139158,$12940 ,1,1,Sedan,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,9,$67433 ,1,Yes,No,Professional,Bachelors,$155700 ,4,3"
"0,25,Private,70431557,$16970 ,1,3,Sports Car,0,$0 ,0,No,3,$0 ,,No,3,41-60F,0,12,$105199 ,0,No,No,Lawyer,Masters,,14,4"
"0,30,Commercial,75328920,$29230 ,6,1,Panel Truck,0,$12636 ,3,Yes,2,$0 ,,No,2,25-40M,1,4,$119331 ,1,Yes,No,Professional,Bachelors,$363888 ,10,4"
"0,22,Commercial,10639428,$14510 ,1,1,Sedan,0,$0 ,0,No,3,$0 ,,No,3,41-60M,0,,$0 ,1,No,No,Student,Bachelors,$0 ,8,2"
"0,57,Private,13632299,$12160 ,10,1,Sedan,0,$0 ,0,No,1,$0 ,,No,3,41-60M,2,16,$63612 ,1,Yes,No,Clerical,High School,$220417 ,1,2"
"0,35,Commercial,86275305,$5430 ,1,1,Pickup,1,$6570 ,2,No,6,$4405 ,26mai97,Yes,2,25-40M,2,14,$4290 ,1,Yes,No,Student,<High School,$0 ,1,3"
"0,42,Commercial,44624865,$25660 ,4,1,Panel Truck,1,$0 ,0,No,2,$4487 ,13juin94,Yes,2,25-40M,3,,$104575 ,1,No,Yes,Blue Collar,Bachelors,$0 ,12,3"
"0,30,Private,14157905,$22040 ,11,2,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60F,2,14,$46751 ,0,Yes,No,Manager,Masters,$177328 ,14,3"
"0,49,Private,96947649,$18740 ,1,2,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60F,2,15,$91329 ,0,Yes,No,Lawyer,Masters,$291800 ,19,4"
"0,46,Commercial,35818927,$24650 ,6,1,Panel Truck,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,9,$161325 ,1,Yes,No,Manager,PhD,$429578 ,14,3"
"0,41,Private,11597207,$26820 ,4,1,SUV,0,$0 ,0,No,2,$0 ,,No,2,25-40F,0,11,$122150 ,0,Yes,No,Lawyer,Masters,,12,4"
"0,30,Private,10150709,$12710 ,10,2,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60M,0,7,$62069 ,1,Yes,No,Manager,Bachelors,$227214 ,6,3"
"0,71,Private,57316808,$18950 ,10,2,Van,0,$0 ,0,No,2,$0 ,,No,3,41-60M,0,7,$70195 ,1,Yes,No,Manager,Bachelors,$269925 ,8,3"
"0,8,Private,34980885,$14440 ,1,1,Sedan,0,$44214 ,2,No,3,$0 ,,No,3,41-60M,0,14,,1,No,No,Manager,Bachelors,$0 ,8,3"
"1,37,Commercial,99562388,$26470 ,4,1,SUV,0,$0 ,0,No,0,$7308 ,04janvier95,Yes,3,41-60F,2,14,$176849 ,0,Yes,No,Blue Collar,Bachelors,$430830 ,6,4"
"0,26,Private,26071927,$17930 ,8,1,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,6,$28496 ,0,No,No,Professional,Masters,$147825 ,,3"
"0,51,Private,91810827,$16110 ,1,1,Sedan,0,$3062 ,1,No,1,$3621 ,15octobre98,Yes,2,25-40F,0,9,$34581 ,0,No,No,Blue Collar,<High School,$0 ,1,4"
"1,38,Private,7045451,$14170 ,4,3,SUV,0,$9785 ,2,No,0,$5862 ,10juillet97,Yes,2,25-40F,2,11,$22938 ,0,No,Yes,Clerical,High School,$0 ,1,2"
"1,61,Commercial,52544740,$14430 ,9,1,SUV,0,$0 ,0,No,1,$0 ,,No,2,25-40F,2,14,$75605 ,0,Yes,No,Blue Collar,Bachelors,$215859 ,13,4"
"0,5,Commercial,53642053,$7300 ,4,1,Pickup,0,$3075 ,4,No,5,$4373 ,11aoűt98,Yes,3,41-60M,0,8,$77297 ,1,No,No,Blue Collar,Bachelors,$280067 ,1,3"
"0,22,Commercial,27376578,$30660 ,6,2,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,15,$43118 ,0,Yes,No,Blue Collar,High School,$173745 ,9,2"
"0,22,Commercial,58352105,$25060 ,1,2,Sports Car,0,$0 ,0,No,4,$0 ,,No,3,41-60F,0,15,$43118 ,0,Yes,No,Blue Collar,High School,$173745 ,9,2"
"0,11,Private,14951995,$17960 ,12,1,Sedan,1,$1038 ,2,No,1,$0 ,,No,2,25-40M,0,9,$15493 ,1,Yes,No,Clerical,<High School,$103733 ,6,4"
"0,31,Commercial,98358789,$23590 ,1,1,Panel Truck,1,$0 ,0,No,0,$0 ,,No,2,25-40M,1,14,$62502 ,1,Yes,No,Professional,Bachelors,$201110 ,11,2"
"1,52,Commercial,71099131,$17680 ,4,1,Van,1,$25208 ,2,Yes,0,$5847 ,22juillet97,Yes,2,25-40M,3,13,$88137 ,1,Yes,No,,Masters,$256436 ,14,4"
"0,18,Private,65722029,$1500 ,4,1,Sedan,0,$0 ,0,No,0,$0 ,,No,3,41-60M,0,13,,1,Yes,No,Manager,Bachelors,$305391 ,1,3"
"0,42,Private,79880725,$13350 ,10,1,SUV,0,$0 ,0,No,0,$0 ,,No,2,25-40F,4,14,$86539 ,0,Yes,No,,Masters,$305557 ,19,3"
"0,22,Commercial,7363866,$16090 ,3,3,SUV,0,$2982 ,3,No,2,$0 ,,No,2,25-40F,0,10,$98120 ,0,No,No,Blue Collar,Bachelors,$0 ,12,4"
"0,21,Private,10129514,$19960 ,10,3,SUV,0,$0 ,0,No,0,$0 ,,No,2,25-40F,0,10,$106944 ,0,No,No,Blue Collar,Bachelors,$0 ,12,4"
"0,66,Private,83502730,$7610 ,1,1,Pickup,0,$7054 ,1,No,0,$0 ,,No,2,25-40M,1,12,$25081 ,1,Yes,No,Clerical,<High School,$119233 ,,1"
"0,5,Private,43000844,$13440 ,13,3,Sedan,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,8,$66429 ,1,Yes,No,Lawyer,Masters,$225996 ,18,3"
"0,70,Private,32183205,$15570 ,1,2,SUV,0,$3636 ,3,No,8,$3242 ,09décembre97,Yes,4,>60F,0,14,$62378 ,0,Yes,No,Lawyer,Masters,$181874 ,1,3"
"0,35,Private,8174439,$7470 ,1,2,Pickup,1,$0 ,0,No,0,$0 ,,No,2,25-40M,4,17,$22699 ,1,No,Yes,Clerical,<High School,$0 ,1,2"
"0,38,Private,94056396,$11080 ,10,2,Pickup,1,$0 ,0,No,0,$0 ,,No,2,25-40M,4,17,$57833 ,1,Yes,No,Clerical,Bachelors,$160429 ,,2"
"0,62,Private,60953931,$16430 ,6,2,SUV,0,$3106 ,1,No,6,$0 ,,No,4,>60F,0,0,$0 ,0,No,No,Student,<High School,$0 ,7,2"
"0,30,Private,20396433,$18880 ,3,3,Sports Car,0,$28353 ,1,No,7,$0 ,,No,4,>60F,1,14,$45876 ,0,Yes,No,Professional,High School,$207530 ,1,4"
"0,66,Private,25914424,$12690 ,1,3,SUV,0,$21525 ,2,Yes,3,$8641 ,14aoűt98,Yes,4,>60F,1,14,,0,Yes,No,Professional,High School,$219318 ,1,3"
"0,66,Private,62137187,$14080 ,4,3,Sports Car,0,$5898 ,3,No,3,$2931 ,14mai98,Yes,4,>60F,1,14,,0,Yes,No,Professional,High School,$219318 ,1,3"
"0,66,Private,83323957,$15380 ,6,1,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,0,$0 ,0,Yes,No,Student,High School,$78609 ,,1"
"0,22,Private,75948758,$13110 ,1,1,Sedan,0,$0 ,0,No,1,$0 ,,No,3,41-60F,0,12,$33909 ,0,Yes,No,Lawyer,Masters,$167505 ,17,4"
"0,28,Commercial,17118096,$4700 ,7,1,SUV,0,$4196 ,3,No,0,$4995 ,25novembre99,Yes,2,25-40F,2,,$0 ,0,No,Yes,Student,Bachelors,$0 ,11,3"
"0,56,Commercial,22854355,$19640 ,1,4,Pickup,0,$6187 ,1,No,2,$0 ,,No,3,41-60F,0,0,$0 ,0,Yes,No,Home Maker,High School,$56589 ,1,4"
"0,56,Private,56670427,$1500 ,4,4,SUV,0,$0 ,0,No,0,$2986 ,06septembre96,Yes,3,41-60F,0,0,$0 ,0,Yes,No,Home Maker,High School,$74945 ,1,4"
"1,12,Private,44726661,$17290 ,1,2,Van,0,$0 ,0,No,3,$3674 ,15avril98,Yes,3,41-60M,2,10,$112450 ,1,No,Yes,Lawyer,Masters,$337743 ,18,3"
"0,26,Private,97346772,$7100 ,1,4,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,0,13,$35093 ,0,Yes,No,Clerical,High School,$184784 ,,1"
"0,36,Commercial,9772751,$24900 ,3,1,Panel Truck,1,$0 ,0,No,0,$0 ,,No,3,41-60M,0,12,$87190 ,1,Yes,No,,Masters,$260524 ,12,3"
"0,25,Private,51555073,$17120 ,10,2,SUV,0,$0 ,0,No,0,$0 ,,No,3,41-60F,2,13,$38544 ,0,Yes,No,Blue Collar,High School,$186304 ,,2"
"0,40,Commercial,49543252,$33690 ,1,2,Panel Truck,0,$0 ,0,No,1,$0 ,,No,3,41-60F,0,12,$49242 ,0,Yes,No,Clerical,High School,$191938 ,9,2"
"0,26,Commercial,54568048,$33850 ,10,2,SUV,0,$0 ,0,No,3,$0 ,,No,3,41-60F,1,14,$45174 ,0,Yes,No,Blue Collar,Bachelors,$212235 ,7,4"
"0,5,Private,6868074,$14740 ,1,1,SUV,1,$8006 ,2,No,0,$0 ,,No,4,>60M,0,15,$39953 ,1,Yes,No,Doctor,PhD,$181434 ,1,4"
