"KIDSDRIV","TRAVTIME","CAR_USE","BLUEBOOK","RETAINED","CAR_TYPE","OLDCLAIM","CLM_FREQ","MVR_PTS","CLM_FLAG","HOMEKIDS","YOJ","INCOME","GENDER","MARRIED","PARENT1","JOBCLASS","MAX_EDUC","HOME_VAL","SAMEHOME","DENSITY","AGE_YEARS","PLCY_YEARS"
0,0.0876,1,0.0454,0.2083,0.64,0,0,0,1,0.2,0.455583596635207,0.16786144751722,0,0,1,0.561364344304849,0.6,0.174636371117054,0.364544247695972,1,0.2576,0.24
0,0.2336,0,0.3227,0.375,0.16,0.0567,0.2,0,0,0.4,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.2727,0.4
0,0.4307,0,0.1064,0,0.32,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.25,0.5152,0
0,0.4307,1,0.1064,0.2083,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.25,0.5152,0.24
0,0.3066,1,0.205,0.3333,0.8,0,0,0.0769,0,0.6,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.4242,0.36
0,0.3066,1,0,0.375,0.64,0,0,0,0,0.6,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4394,0.4
0,0.2482,1,0.2018,0.375,0.48,0,0,0,1,0.6,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4545,0.4
0,0.4672,0,0.0645,0.25,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.4697,0.28
0,0.2409,1,0.0665,0.25,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.5455,0.28
0,0.4453,0,0.136,0.125,0.32,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.25,0.5606,0.16
0,0.3139,0,0.0674,0,0.32,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.4545,0
0,0.1387,0,0.4128,0,0.16,0.0886,0.6,0.3077,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,1,0.5303,0
0,0.292,1,0.2427,0.2917,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4091,0.36
0,0.292,1,0.063,0.3333,0.8,0.0528,1,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4091,0.4
0,0.1679,1,0.2066,0,0.48,0.8281,0.6,0.0769,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,1,0.4242,0
0,0.1971,1,0.6133,0.375,0.96,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.5,0.5758,0.4
0.25,0.1241,1,0.2251,0.125,0.96,0,0,0,0,0.6,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.3939,0.16
0.25,0.2336,1,0.2803,0.125,0.96,0.1204,0.4,0.0769,1,0.6,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.4242,0.16
0,0.1533,0,0.3218,0.5417,0.48,0,0,0.1538,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.5455,0.56
0,0.1387,0,0.0863,0.2083,0.32,0,0,0.1538,1,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,1,0.174636371117054,0.364544247695972,0.5,0.6364,0.24
0,0.0876,1,0.5021,0.125,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.6212,0.16
0,0.1241,1,0.0762,0.375,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.5303,0.4
0,0.1679,0,0.2846,0.0833,0.96,0.1091,0.2,0.0769,1,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.1818,0.12
0,0.3942,0,0.4058,0.375,0.16,0,0,0,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.197,0.4
0,0.1314,1,0.0689,0.125,0.64,0.1199,0.2,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.4848,0.16
0,0.1533,1,0.1707,0,0.8,0.0961,0.2,0,1,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.3636,0
0.75,0.0657,0,0.3362,0.125,0.16,0.102,0.2,0.0769,0,0.6,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.3182,0.16
0,0.1971,1,0.2179,0.3333,0.64,0,0,0,1,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.6818,0.36
0,0.0657,0,0.2937,0.25,0.96,0,0,0.1538,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4394,0.28
0.25,0.3796,0,0.0659,0,0.48,0,0,0,1,0.4,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.4545,0
0,0.4672,1,0.0601,0.3333,0.64,0.1324,0.2,0,0,0.4,0.455583596635207,0.16786144751722,0,0,1,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.3939,0.36
0,0.3285,1,0.0718,0.4583,0.32,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.75,0.5,0.48
0,0.3285,1,0.3904,0,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.75,0.5,0
0,0.1168,1,0.2623,0,0.64,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.5303,0
0,0.2701,1,0.3664,0.4167,0.32,0,0,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,1,0.174636371117054,0.364544247695972,0.5,0.5909,0.44
0,0.2117,0,0.3171,0,0.16,0.3766,0.8,0.5385,1,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.2879,0
0,0.2117,1,0.2843,0.3333,0.96,0.2,0.4,0.3077,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,1,0.174636371117054,0.364544247695972,1,0.5455,0.36
0,0.2336,1,0.0777,0,0.32,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.5606,0
0,0.2044,1,0.0784,0.2083,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5455,0.24
0.5,0.0657,1,0.2157,0,0.96,0.1616,0.4,0.1538,1,0.6,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.3485,0
0.25,0.146,1,0,0,0.48,0,0,0.1538,1,0.4,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5,0
0,0.2409,1,0.1676,0,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5152,0
0,0.146,1,0.2267,0,0.64,0,0,0.2308,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.4545,0
0,0.1825,0,0.4064,0.2083,0.16,0.2215,0.6,0.1538,0,0.2,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.2121,0.24
0,0.1241,0,0.1907,0,0.48,0,0,0.2308,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.5,0
0,0.3796,1,0.1562,0.375,0.48,0,0,0.0769,0,0.4,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.3939,0.4
0,0.219,0,0.0576,0,0.32,0.1152,0.4,0.4615,1,0.4,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,1,0.3182,0
0,0.2701,0,0.354,0.125,0.16,0,0,0.1538,1,0.6,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.1364,0.16
0,0.1825,1,0.301,0.4167,0.48,0,0,0,0,0.4,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4242,0.44
0,0.3212,1,0.2526,0,0.48,0,0,0,0,0.4,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.4242,0
0,0.2993,0,0.3392,0.2083,0.16,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,1,0.174636371117054,0.364544247695972,1,0.5606,0.24
0,0.2628,1,0.371,0.125,0.8,0,0,0.1538,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.3182,0.16
0,0.1825,1,0.1643,0.375,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5152,0.4
0,0.4818,1,0.2557,0.375,0.96,0,0,0.1538,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5152,0.4
0,0.0219,1,0.1896,0,0.48,0.7752,0.4,0.2308,0,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5303,0
0.25,0.2336,0,0.3659,0.125,0.8,0,0,0,1,0.4,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.5909,0.16
0,0.1533,1,0.2408,0.2917,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.5152,0.36
0,0.3358,1,0.2141,0,0.48,0.0537,0.2,0.0769,1,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.5,0.2576,0
0.25,0.2409,1,0.1857,0.125,0.8,0.1716,0.4,0,1,0.4,0.455583596635207,0.16786144751722,0,0,1,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.3636,0.16
0.25,0.4088,0,0.1895,0.3333,0.8,0,0,0.0769,0,0.4,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.303,0.36
0,0,0,0.085,0.125,0.32,0.0539,0.8,0.3846,1,0,0.455583596635207,0.16786144751722,1,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.6818,0.16
0,0.1241,0,0.4273,0.2083,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.697,0.24
0,0.1241,0,0.3453,0,0.64,0,0,0.3077,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.697,0
0,0.0438,1,0.2412,0.4583,0.48,0.0182,0.4,0.0769,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.5,0.2879,0.48
0,0.1898,0,0.3237,0,0.16,0,0,0,0,0.2,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.3485,0
0.25,0.3431,0,0.2371,0.125,0.96,0.442,0.4,0,1,0.6,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.3485,0.16
0,0.0949,1,0,0.125,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.5909,0.16
0,0.2701,1,0.1737,0.375,0.8,0,0,0,0,0.8,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.303,0.4
0,0.1241,0,0.2138,0.0833,0.8,0.0523,0.6,0.1538,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.3485,0.12
0,0.1168,1,0.2705,0.375,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.5,0.3333,0.4
0,0.4453,1,0.0895,0,0.32,0.1237,0.2,0,0,0.2,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.25,0.3333,0
0,0,1,0.175,0.5,0.48,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.5303,0.52
0,0.4745,1,0.2062,0,0.8,0.0637,0.6,0.6154,1,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.7121,0
0,0.219,1,0.0875,0,0.32,0,0,0,0,0.8,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.75,0.3636,0
0,0.2409,1,0.1404,0.375,0.32,0,0,0,0,0.8,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.4,0.174636371117054,0.364544247695972,0.75,0.3636,0.4
0,0.4161,1,0.2188,0.2083,0.8,0.0545,0.2,0.4615,0,0,0.455583596635207,0.16786144751722,0,0,0,0.561364344304849,0.2,0.174636371117054,0.364544247695972,0.75,0.697,0.24
0,0.1825,1,0.2547,0.0833,0.64,0.4971,0.2,0.5385,0,0.2,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.7727,0.12
0,0.4453,1,0.164,0,0.8,0.3774,0.4,0.2308,1,0.2,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,1,0.8182,0
0,0.4453,1,0.1843,0.125,0.64,0.1034,0.6,0.2308,1,0.2,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,1,0.8182,0.16
0,0.4453,1,0.2034,0.2083,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.25,0.3939,0.24
0,0.1241,1,0.1701,0,0.48,0,0,0.0769,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,0.5,0.5,0
0,0.1679,0,0.0469,0.25,0.8,0.0736,0.6,0,1,0.4,0.455583596635207,0.16786144751722,0,0,1,0.561364344304849,0.4,0.174636371117054,0.364544247695972,1,0.303,0.28
0,0.3723,0,0.2658,0,0.32,0.1085,0.2,0.1538,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.5455,0
0,0.3723,1,0,0.125,0.8,0,0,0,1,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.5,0.5758,0.16
0.25,0.0511,1,0.2314,0,0.96,0,0,0.2308,1,0.4,0.455583596635207,0.16786144751722,1,0,1,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4394,0
0,0.1533,1,0.0821,0,0.8,0,0,0,0,0,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.25,0.5455,0
0,0.2263,0,0.3429,0.0833,0.16,0,0,0,0,0,0.455583596635207,0.16786144751722,1,1,0,0.561364344304849,0.8,0.174636371117054,0.364544247695972,1,0.4545,0.12
0,0.146,1,0.2289,0.375,0.8,0,0,0,0,0.4,0.455583596635207,0.16786144751722,0,1,0,0.561364344304849,0.6,0.174636371117054,0.364544247695972,0.75,0.4242,0.4
