ID	KIDSDRIV	PLCYDATE	TRAVTIME	CAR_USE	POLICYNO	BLUEBOOK	INITDATE	RETAINED	NPOLICY	CAR_TYPE	RED_CAR	OLDCLAIM	CLM_FREQ	REVOKED	MVR_PTS	CLM_AMT	CLM_DATE	CLM_FLAG	BIRTH	AGE	AGE*GENDER	HOMEKIDS	YOJ	INCOME	GENDER	MARRIED	PARENT1	JOBCLASS	MAX_EDUC	HOME_VAL	SAMEHOME	DENSITY	YEARQTR
102778835	0	14septembre94	7	Private	28680887	$14630 	18septembre77	17	1	Sedan	yes	$0 	0	No	1	$0 		No	05septembre43	41-60	41-60M	2	11	$75265 	M	No	Yes	Manager	High School	$212010 	10	Urban	1994Q3
102861617	3	30septembre95	75	Private	93671372	$13070 	30septembre95	1	1	Sports Car	no	$3664 	1	No	0	$5064 	31mars96	Yes	23avril37	>60	>60F	4	16	$53698 	F	Yes	No	Professional	Bachelors		1	Rural	1995Q3
102863719	0	09janvier94	25	Private	44772853	$10010 	11janvier88	6	1	Pickup	no	$0 	0	No	0	$0 		No	13février46	41-60	41-60M	0	6	$32073 	M	Yes	No	Blue Collar	High School	$145645 	10	Rural	1994Q1
103108106	0	08septembre94	40	Commercial	17577280	$16010 	09septembre88	6	1	Sedan	yes	$0 	0	No	1	$0 		No	24février50	41-60	41-60M	0	14	$96143 	M	Yes	No	Blue Collar	Bachelors	$275140 	12	Highly Rural	1994Q3
103293644	0	22avril98	12	Private	31370284	$13030 	06mai98	1	4	Sports Car	no	$0 	0	No	0	$4307 	05juillet98	Yes	19août67	25-40	25-40F	1	11	$36179 	F	No	Yes	Clerical	<High School	$106892 	6	Highly Rural	1998Q2
103293644	0	29avril95	39	Private	93650539	$9810 	08mai91	4	4	SUV	no	$0 	0	No	0	$0 		No	19août65	25-40	25-40F	1	11	$45384 	F	No	Yes	Clerical	High School	$187731 	8	Rural	1995Q2
103544547	0	15mars97	26	Commercial	33523770	$48380 	10avril93	4	2	Panel Truck	no	$0 	0	Yes	1	$6290 	17juin97	Yes	14août40	41-60	41-60F	0	14	$119537 	F	Yes	No	Professional	PhD	$360697 	20	Urban	1997Q1
103663917	1	27juin98	9	Private	80406986	$10840 	29juin91	7	1	Sedan	yes	$3973 	1	No	0	$0 		No	08juillet60	25-40	25-40M	2	7	$3414 	M	Yes	No	Student	<High School	$0 		Highly Urban	1998Q2
103763168	1	18octobre93	58	Private	18863305	$15400 	20octobre87	6	1	SUV	no	$0 	0	No	0	$0 		No	27septembre62	25-40	25-40F	3	9	$27431 	F	No	Yes	Blue Collar	<High School	$153652 	7	Highly Rural	1993Q4
103824645	0	10octobre96	14	Private	56992934	$8540 	12octobre90	6	1	Pickup	no	$3653 	1	No	2	$1745 	28novembre96	Yes	08février47	41-60	41-60M	0	13	$18426 	M	No	No	Clerical	<High School	$137473 	1	Highly Urban	1996Q4
103901939	0	20avril94	63	Private	98189611	$8420 	22avril87	7	1	SUV	no	$3721 	2	No	2	$0 		No	13octobre50	41-60	41-60F	0	0	$0 	F	No	No	Home Maker	Bachelors	$124751 	12	Highly Urban	1994Q2
103962387	0	13février94	12	Private	24377938	$6550 	15février87	7	1	Pickup	yes	$7475 	1	No	4	$0 		No	27juin67	25-40	25-40M	0	9	$36763 	M	Yes	No	Blue Collar	<High School	$175960 	5	Highly Urban	1994Q1
103995962	0	20juin95	16	Private	19179842	$12710 	12juillet95	1	2	SUV	no	$0 	0	No	0	$0 		No	09mai65	25-40	25-40F	3	14	$31389 	F	Yes	No	Blue Collar	<High School	$158657 	5	Rural	1995Q2
104057457	1	23juillet98	17	Commercial	36864135	$19880 	23juillet98	1	1	Sports Car	no	$0 	0	Yes	0	$3642 	28décembre98	Yes	17février54	41-60	41-60F	2	8	$48819 	F	Yes	No	Blue Collar	Bachelors	$198108 	13	Highly Urban	1998Q3
104255852	0	31janvier97	51	Commercial	29784838	$28560 	22janvier90	7	2	Panel Truck	yes	$0 	0	No	0	$0 		No	11février39	41-60	41-60M	0	13	$99441 	M	No	No		PhD	$0 	13	Urban	1997Q1
104317389	0	17août94	41	Private	61132844	$15040 	18août90	4	1	Sedan	no	$0 	0	No	1	$0 		No	05juin42	41-60	41-60M	0	14	$135361 	M	Yes	No	Lawyer	Masters	$390682 	10	Rural	1994Q3
104648893	0	03mars99	20	Private	72641654	$11130 	19février99	1	2	Sedan	no	$0 	0	No	1	$0 		No	27juin47	41-60	41-60M	0	11	$96339 	M	Yes	No	Manager	Bachelors	$321111 	12	Urban	1999Q1
104793760	2	29octobre97	38	Private	74771002	$9670 	31octobre94	3	3	SUV	no	$0 	0	No	0	$4614 	18décembre97	Yes	13février55	41-60	41-60F	3	14	$15385 	F	No	Yes	Clerical	<High School	$0 	5	Highly Urban	1997Q4
104793760	2	25octobre96	60	Private	86639378	$9690 	02novembre87	9	3	SUV	no	$34514 	1	Yes	0	$4290 	20juillet97	Yes	13février54	41-60	41-60F	3	14	$36912 	F	No	Yes	Clerical	Bachelors	$0 	12	Urban	1996Q4
104793760	2	06octobre96	60	Private	96766882	$6550 	02novembre84	12	3	SUV	no	$3791 	1	No	7	$0 		No	13février54	41-60	41-60F	3	14	$36912 	F	No	Yes	Clerical	Bachelors	$0 	12	Urban	1996Q4
10483691	0	04septembre97	17	Private	57107493	$4600 	06septembre91	6	1	Sports Car	no	$0 	0	No	0	$4259 	02décembre97	Yes	14avril68	25-40	25-40F	1	12	$33782 	F	No	Yes	Clerical	High School	$0 	5	Urban	1997Q3
104947912	0	09mars96	37	Commercial	50698771	$23520 	10avril86	10	2	Panel Truck	no	$3236 	1	No	0	$0 		No	28juin66	25-40	25-40M	2	14		M	Yes	No	Student	Bachelors	$153659 	10	Urban	1996Q1
105136025	0	16février98	64	Commercial	26084910	$8760 	14mars98	1	2	Pickup	yes	$0 	0	No	0	$0 		No	28juillet52	41-60	41-60M	0		$25620 	M	Yes	No	Clerical	High School	$141115 	10	Highly Rural	1998Q1
105136025	0	08avril98	64	Private	60548285	$8760 	15mars92	6	2	Sedan	yes	$0 	0	No	0	$0 		No	28juillet52	41-60	41-60M	0		$25620 	M	Yes	No	Clerical	High School	$141115 	10	Highly Rural	1998Q2
105167366	0	12octobre96	47	Private	5128542	$15490 	24octobre87	9	3	SUV	no	$0 	0	No	1	$0 		No	13juillet56	41-60	41-60F	3	15	$102262 	F	Yes	No	Lawyer	Masters	$266234 	15	Highly Urban	1996Q4
105167366	0	23septembre96	47	Private	15566654	$1500 	24octobre86	10	3	Sports Car	no	$0 	0	No	0	$0 		No	14juillet55	41-60	41-60F	3	15		F	Yes	No	Lawyer	Masters	$155178 	16	Urban	1996Q3
105167366	0	10septembre97	39	Private	24119057	$15270 	24octobre87	10	3	Sedan	no	$0 	0	No	0	$6111 	18janvier98	Yes	14juillet55	41-60	41-60F	3	15		F	Yes	No	Lawyer	Masters	$155178 	16	Urban	1997Q3
105282377	0	25février98	69	Commercial	7177877	$5900 	10mars91	7	2	SUV	no	$0 	0	No	0	$0 		No	04août55	41-60	41-60F	0	9	$70914 	F	No	No	Blue Collar	Bachelors	$0 	9	Rural	1998Q1
10530845	0	23mai94	38	Private	17399837	$6040 	25mai87	7	1	SUV	no	$0 	0	No	0	$0 		No	16novembre46	41-60	41-60F	0	12	$45387 	F	Yes	No	Lawyer	Masters	$162853 	13	Urban	1994Q2
105310315	0	30octobre95	66	Commercial	18581792	$10780 	31octobre91	4	1	Pickup	yes	$0 	0	No	0	$0 		No	21juin47	41-60	41-60M	0	13	$40833 	M	Yes	No	Blue Collar	<High School	$159144 	4	Highly Rural	1995Q4
105395217	0	15avril95	48	Commercial	78190530	$6100 	26avril95	1	2	Pickup	no	$0 	0	No	1	$0 		No	15décembre52	41-60	41-60M	0	4	$56062 	M	No	No	Professional	Bachelors	$223241 	7	Rural	1995Q2
105409665	0	26août98	24	Commercial	75877865	$29670 	13août98	1	2	Panel Truck	yes	$5053 	3	No	4	$0 		No	09juin51	41-60	41-60M	0	14	$50201 	M	Yes	No	Manager	High School	$169828 	1	Urban	1998Q3
105645072	0	26janvier95	45	Private	3629054	$18060 	01janvier86	8	2	SUV	no	$0 	0	No	0	$0 		No	17mars56	41-60	41-60F	0	11	$39848 	F	No	No	Lawyer	Masters	$136304 	15	Urban	1995Q1
105645072	0	18décembre94	45	Private	26004049	$5800 	01janvier85	9	2	SUV	no	$3010 	5	No	0	$0 		No	17mars56	41-60	41-60F	0	11	$39848 	F	No	No	Lawyer	Masters	$136304 	15	Urban	1994Q4
105761550	0	29mars99	28	Private	82710078	$15600 	29mars99	1	1	Sedan	yes	$47231 	3	Yes	1	$0 		No	11août59	25-40	25-40M	0	11	$60157 	M	No	No	Manager	High School	$216690 	6	Urban	1999Q1
105812018	0	17juillet98	32	Private	45344779	$43350 	19juillet88	10	1	Van	no	$0 	0	No	1	$0 		No	23septembre48	41-60	41-60F	0	3	$93268 	F	Yes	No	Clerical	<High School	$302157 		Highly Urban	1998Q3
105813423	1	25juin96	22	Private	5071625	$16860 	13juin92	4	3	Van	yes	$0 	0	No	0	$0 		No	02septembre58	41-60	41-60M	3	5	$30043 	M	No	Yes	Clerical	High School		1	Highly Urban	1996Q2
105813423	1	28mai97	37	Private	38892485	$20630 	13juin93	4	3	Van	yes	$6870 	2	No	1	$14755 	27février98	Yes	02septembre57	41-60	41-60M	3	5	$21042 	M	No	Yes	Clerical	High School		8	Rural	1997Q2
105861671	0	11octobre96	26	Commercial	65624585	$23460 	10octobre82	14	2	Sedan	no	$0 	0	No	2	$0 		No	16mars49	41-60	41-60F	0	9	$58724 	F	Yes	No	Blue Collar	Bachelors	$280436 	7	Highly Urban	1996Q4
105990644	0	05octobre96	24	Commercial	75811989	$7390 	07octobre90	6	1	Pickup	no	$0 	0	No	2	$16916 	23juin97	Yes	23juin42	41-60	41-60M	0	13	$117612 	M	Yes	No		PhD		16	Highly Urban	1996Q4
105992679	0	05septembre98	17	Private	14623142	$35760 	06septembre94	4	1	Sedan	no	$0 	0	No	0	$0 		No	08juillet45	41-60	41-60M	0	7	$221413 	M	Yes	No	Lawyer	Masters	$511661 	17	Urban	1998Q3
10599924	0	30janvier94	22	Private	22962118	$6700 	02février84	10	1	Sedan	yes	$0 	0	No	0	$0 		No	31août47	41-60	41-60M	0	6	$168168 	M	No	No	Lawyer	Masters	$0 	15	Highly Urban	1994Q1
106556153	0	21février97	28	Commercial	1446093	$20920 	02février94	3	4	Van	yes	$6224 	1	No	1	$4028 	11avril97	Yes	04mars73	25-40	25-40M	0	8	$53244 	M	No	No	Professional	Bachelors	$0 	8	Urban	1997Q1
106556153	0	18février95	59	Commercial	81589683	$29190 	04février85	10	4	Panel Truck	yes	$0 	0	No	0	$0 		No	05mars70	25-40	25-40M	0	8	$38494 	M	No	No	Professional	Bachelors	$0 	8	Rural	1995Q1
10677450	0	18novembre95	23	Private	30717924	$6200 	19novembre91	4	1	Sports Car	no	$6841 	1	No	0	$0 		No	15avril52	41-60	41-60F	0	10	$87887 	F	No	No	Professional	Bachelors	$0 	14	Urban	1995Q4
106831659	0	01avril96	26	Private	12840385	$13150 	01avril96	1	1	SUV	no	$5484 	1	No	0	$4209 	10janvier97	Yes	23janvier60	25-40	25-40F	0	13	$22348 	F	No	No	Clerical	High School	$0 	1	Highly Urban	1996Q2
106952963	3	19juin95	14	Commercial	9233140	$24440 	20juin91	4	1	Panel Truck	yes	$5818 	1	No	1	$0 		No	20juillet62	25-40	25-40M	3	10	$107765 	M	No	Yes	Manager	Masters	$309216 	17	Urban	1995Q2
107074178	0	02février95	32	Private	61050716	$16370 	04février86	9	1	Sports Car	no	$0 	0	No	0	$2000 	27avril95	Yes	24septembre38	>60	>60F	0	11	$80153 	F	No	No	Manager	Masters	$272445 	15	Urban	1995Q1
107271421	0	27janvier96	14	Commercial	86512629	$21540 	28janvier89	7	1	Van	yes	$0 	0	No	2	$0 		No	21décembre54	41-60	41-60M	0	9	$156367 	M	Yes	No		Masters	$424404 	20	Urban	1996Q1
107330101	1	04décembre95	57	Commercial	11597106	$6000 	04décembre95	1	1	Sedan	yes	$0 	0	No	0	$13042 	02septembre96	Yes	25mars54	41-60	41-60M	2	14	$28731 	M	No	Yes	Blue Collar	High School	$0 	1	Highly Urban	1995Q4
107491590	0	13août95	69	Private	96169601	$5600 	15août86	9	1	Sports Car	no	$7551 	1	No	0	$0 		No	19décembre57	41-60	41-60F	2	9	$59936 	F	No	Yes	Professional	Bachelors	$0 		Rural	1995Q3
10755990	0	01novembre95	50	Private	44973976	$6400 	15novembre83	12	2	Pickup	yes	$0 	0	No	1	$0 		No	27octobre50	41-60	41-60M	0	14	$54639 	M	No	No	Clerical	<High School	$0 	1	Rural	1995Q4
10755990	0	28novembre95	50	Private	59404059	$28140 	12novembre95	1	2	Sedan	yes	$0 	0	No	0	$0 		No	27octobre50	41-60	41-60M	0	14	$54639 	M	No	No	Clerical	<High School	$0 	1	Rural	1995Q4
107563670	0	25février99	21	Private	26142765	$19400 	25février99	1	1	Sports Car	no	$0 	0	No	1	$0 		No	10août52	41-60	41-60F	0	16	$131985 	F	Yes	No	Lawyer	Masters	$385981 	11	Highly Urban	1999Q1
107915355	0	07avril97	42	Private	90317100	$26500 	10avril86	11	1	Pickup	no	$0 	0	No	0	$0 		No	16novembre46	41-60	41-60F	0	11	$197036 	F	No	No	Lawyer	PhD	$498667 	20	Highly Urban	1997Q2
108018902	0	01janvier94	34	Commercial	45564155	$23140 	01janvier94	1	1	Panel Truck	yes	$21481 	4	Yes	7	$2424 	23février94	Yes	31août62	25-40	25-40M	0	10	$85504 	M	No	No	Blue Collar	Bachelors	$0 		Highly Urban	1994Q1
108036736	0	28février95	34	Private	34656282	$20900 	02mars86	9	1	Van	yes	$11407 	2	No	4	$0 		No	29janvier47	41-60	41-60M	0	12	$75774 	M	Yes	No	Doctor	PhD	$258868 	22	Urban	1995Q1
108145983	0	11juin94	37	Private	28456416	$6800 	09juillet94	1	2	Pickup	yes	$0 	0	No	1	$0 		No	02décembre45	41-60	41-60M	0	12	$113918 	M	No	No	Lawyer	Masters	$0 	19	Highly Urban	1994Q2
108286925	0	04juin98	33	Private	14033763	$6850 	05juin92	6	1	SUV	no	$0 	0	No	0	$0 		No	10mai50	41-60	41-60F	0	12	$4542 	F	Yes	No	Home Maker	Bachelors	$116360 	5	Urban	1998Q2
108351653	2	16octobre93	14	Private	71588089	$16220 	16octobre93	1	1	Van	no	$9216 	2	No	2	$4623 	24février94	Yes	02avril59	25-40	25-40M	3	14	$58914 	M	No	Yes	Professional	Bachelors	$0 	10	Highly Urban	1993Q4
108385737	1	02octobre98	25	Private	951364	$1500 	02octobre98	1	1	Sedan	yes	$0 	0	No	2	$2371 	22janvier99	Yes	07mars54	41-60	41-60M	2	11	$102393 	M	No	Yes	Professional	Bachelors	$0 	11	Urban	1998Q4
108387664	0	18septembre98	38	Private	67139158	$12940 	18septembre98	1	1	Sedan	yes	$0 	0	No	0	$0 		No	27septembre52	41-60	41-60M	0	9	$67433 	M	Yes	No	Professional	Bachelors	$155700 	4	Urban	1998Q3
108450748	0	05décembre93	25	Private	70431557	$16970 	12novembre93	1	3	Sports Car	no	$0 	0	No	3	$0 		No	10septembre51	41-60	41-60F	0	12	$105199 	F	No	No	Lawyer	Masters		14	Highly Urban	1993Q4
10845956	0	25janvier94	30	Commercial	75328920	$29230 	27janvier88	6	1	Panel Truck	no	$12636 	3	Yes	2	$0 		No	28novembre67	25-40	25-40M	1	4	$119331 	M	Yes	No	Professional	Bachelors	$363888 	10	Highly Urban	1994Q1
108491144	0	03février99	22	Commercial	10639428	$14510 	03février99	1	1	Sedan	no	$0 	0	No	3	$0 		No	07mai54	41-60	41-60M	0		$0 	M	No	No	Student	Bachelors	$0 	8	Rural	1999Q1
108496672	0	01décembre94	57	Private	13632299	$12160 	03décembre84	10	1	Sedan	no	$0 	0	No	1	$0 		No	22septembre56	41-60	41-60M	2	16	$63612 	M	Yes	No	Clerical	High School	$220417 	1	Rural	1994Q4
108603073	0	17août96	35	Commercial	86275305	$5430 	17août96	1	1	Pickup	yes	$6570 	2	No	6	$4405 	26mai97	Yes	21janvier64	25-40	25-40M	2	14	$4290 	M	Yes	No	Student	<High School	$0 	1	Urban	1996Q3
108659532	0	23novembre93	42	Commercial	44624865	$25660 	24novembre89	4	1	Panel Truck	yes	$0 	0	No	2	$4487 	13juin94	Yes	26août72	25-40	25-40M	3		$104575 	M	No	Yes	Blue Collar	Bachelors	$0 	12	Urban	1993Q4
108660852	0	29octobre97	30	Private	14157905	$22040 	05octobre86	11	2	Sedan	no	$0 	0	No	0	$0 		No	13septembre57	41-60	41-60F	2	14	$46751 	F	Yes	No	Manager	Masters	$177328 	14	Urban	1997Q4
108660852	0	12septembre95	49	Private	96947649	$18740 	03octobre95	1	2	Sedan	no	$0 	0	No	0	$0 		No	14septembre55	41-60	41-60F	2	15	$91329 	F	Yes	No	Lawyer	Masters	$291800 	19	Highly Urban	1995Q3
10901524	0	31août96	46	Commercial	35818927	$24650 	02septembre90	6	1	Panel Truck	yes	$0 	0	No	0	$0 		No	17février48	41-60	41-60M	0	9	$161325 	M	Yes	No	Manager	PhD	$429578 	14	Urban	1996Q3
10902340	0	03avril97	41	Private	11597207	$26820 	04avril93	4	1	SUV	no	$0 	0	No	2	$0 		No	26octobre64	25-40	25-40F	0	11	$122150 	F	Yes	No	Lawyer	Masters		12	Highly Urban	1997Q2
109104767	0	16juillet95	30	Private	10150709	$12710 	23août85	10	2	Sedan	no	$0 	0	No	0	$0 		No	26juillet49	41-60	41-60M	0	7	$62069 	M	Yes	No	Manager	Bachelors	$227214 	6	Urban	1995Q3
109104767	0	22septembre94	71	Private	57316808	$18950 	23août84	10	2	Van	no	$0 	0	No	2	$0 		No	26juillet48	41-60	41-60M	0	7	$70195 	M	Yes	No	Manager	Bachelors	$269925 	8	Urban	1994Q3
10931775	0	18mars94	8	Private	34980885	$14440 	18mars94	1	1	Sedan	no	$44214 	2	No	3	$0 		No	04septembre47	41-60	41-60M	0	14		M	No	No	Manager	Bachelors	$0 	8	Urban	1994Q1
109360256	1	16mai94	37	Commercial	99562388	$26470 	17mai90	4	1	SUV	no	$0 	0	No	0	$7308 	04janvier95	Yes	14avril43	41-60	41-60F	2	14	$176849 	F	Yes	No	Blue Collar	Bachelors	$430830 	6	Highly Urban	1994Q2
109412660	0	30décembre94	26	Private	26071927	$17930 	01janvier86	8	1	Sedan	no	$0 	0	No	0	$0 		No	09novembre48	41-60	41-60F	0	6	$28496 	F	No	No	Professional	Masters	$147825 		Urban	1994Q4
109585337	0	26juillet98	51	Private	91810827	$16110 	26juillet98	1	1	Sedan	no	$3062 	1	No	1	$3621 	15octobre98	Yes	17octobre69	25-40	25-40F	0	9	$34581 	F	No	No	Blue Collar	<High School	$0 	1	Highly Urban	1998Q3
109627178	1	17novembre96	38	Private	7045451	$14170 	14janvier93	4	3	SUV	no	$9785 	2	No	0	$5862 	10juillet97	Yes	07mars61	25-40	25-40F	2	11	$22938 	F	No	Yes	Clerical	High School	$0 	1	Rural	1996Q4
109837109	1	06avril94	61	Commercial	52544740	$14430 	08avril85	9	1	SUV	no	$0 	0	No	1	$0 		No	17octobre62	25-40	25-40F	2	14	$75605 	F	Yes	No	Blue Collar	Bachelors	$215859 	13	Highly Urban	1994Q2
109954375	0	18octobre97	5	Commercial	53642053	$7300 	19octobre93	4	1	Pickup	no	$3075 	4	No	5	$4373 	11août98	Yes	28mars41	41-60	41-60M	0	8	$77297 	M	No	No	Blue Collar	Bachelors	$280067 	1	Urban	1997Q4
11000229	0	27novembre98	22	Commercial	27376578	$30660 	27novembre92	6	2	SUV	no	$0 	0	No	0	$0 		No	10novembre40	41-60	41-60F	0	15	$43118 	F	Yes	No	Blue Collar	High School	$173745 	9	Rural	1998Q4
